AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders
482,FALSE,CAL FIRE Madera/Mariposa/Merced Unit,,2013,TRUE,/incidents/2013/6/16/rolling/fire/,,,Madera,20,,,,18/06/2013,,FALSE,TRUE,,,,37.015575,"off Hwy 41 & Road 145, northwest of Friant ",/119.78106,TRUE,Rolling Fire,100,,TRUE,"The Rolling Fire burned June 2013 off Highway 41 and Road 145, northwest of Friant, in Madera County. ","Rolling Fire, June 2013, Highway 41, Road 415, Friant, Madera County",16/06/2013,Finalized,,1,,,05d0fed7/8502/4a6f/9c5c/b9cee0e75408,2013/06/18T19:30:00Z,
413,FALSE,San Bernardino National Forest,,2013,FALSE,/incidents/2013/8/20/gobblers/fire/,,,San Bernardino,36,,,,20/08/2013,,FALSE,TRUE,,,,34.302,upper end of Lytle Creek,/117.598,FALSE,Gobblers Fire,100,,TRUE,"The Gobblers Fire burned in August 2013, on the upper end of Lytle Creek on the San Bernardino National Forest in San Bernardino County. ","Gobblers Fire, August 2013, Lytle Creek, San Bernardino National Forest, San Bernardino County",20/08/2013,Finalized,,,,,b202bd85/c5ef/4bdf/8270/d556f95c3742,2013/08/20T13:32:00Z,
406,FALSE,CAL FIRE San Bernardino Unit,,2013,TRUE,/incidents/2013/2/24/river/fire/,Gusty winds and thick bush are posing a challenge towards containment for firefighters. Full containment is expected on Thursday. ,,Inyo,14,25,25,25,28/02/2013,,FALSE,TRUE,,,2,36.602575,"south of Narrow Gauge Rd & north of Hwy 136, east of Lone Pine",/118.01651,TRUE,River Fire,100,476,TRUE,"The River Fire burned in February 2013, south of Narrow Gauge Rd & north of Highway 136, east of Lone Pine in Inyo County. ","River Fire, February 2013, Inyo County, Lone Pine",24/02/2013,Finalized,,0,,0,094719ba/a47b/4abb/9ec5/a506b2b9fd23,2013/02/28T20:00:00Z,25
376,FALSE,CAL FIRE Sonoma/Lake/Napa Unit,,2013,TRUE,/incidents/2013/10/3/putah/fire/,,,Napa,28,,,1,04/10/2013,,FALSE,TRUE,,,,38.628,off Berryessa Knoxville Rd near Lake Berryessa,/122.289,TRUE,Putah Fire,100,4,TRUE,The Putah Fire burned October 2013 off Berryessa Knoxville Rd near Lake Berryessa in Napa County.,"Putah Fire, October 2013, Berryessa Knoxville Rd, Lake Berryessa, Napa, Napa County",03/10/2013,Finalized,,,,,1f94fce5/49a5/4220/bc99/f003ab4d3e60,2013/10/04T16:55:00Z,
354,FALSE,CAL FIRE San Benito/Monterey ,,2013,TRUE,/incidents/2013/5/3/tres/pinos/fire/,,,San Benito,35,,,,03/05/2013,,FALSE,TRUE,,,,37.160346,"Highway 25 and Horizon Rd, Community of Tres ",/120.937494,FALSE,Tres Pinos Fire,100,,TRUE,"The Tres Pinos Fire burned in May 2013, off Highway 25 and Horizon Road, near the community of Tres in San Benito County. ","Tres Pinos Fire, May 2013, Highway 25, Community of Tres, San Benito County",03/05/2013,Finalized,,,,,ca68f3c4/4906/4952/b794/4531d7da8369,2013/05/03T18:45:00Z,
311,FALSE,CAL FIRE / Riverside County Fire,,2013,TRUE,/incidents/2013/2/28/jurupa/fire/,,,Riverside,33,,,,02/03/2013,,FALSE,TRUE,,,,0,"Rio Rancho Rd & Calle Hermosa, Jurupa Valley",0,FALSE,Jurupa Fire,100,,TRUE,"The Jurupa Fire burned in March 2013 off Rio Rancho Rd & Calle Hermosa, Jurupa Valley in Riverside County. ","Jurupa Fire, March 2013, Jurupa Valley, Riverside County, Rio Rancho Rd",28/02/2013,Finalized,,,,,99cb21da/9639/4300/9a97/1cadc993189f,2013/03/02T19:00:00Z,
305,FALSE,CAL FIRE Butte Unit,,2013,TRUE,/incidents/2013/10/4/summit/fire/,,,Butte,4,4,1,15,05/10/2013,,FALSE,TRUE,,1,,39.439,off District Center Dr & Fortune Way in Palermo,/121.497,TRUE,Summit Fire,100,259,TRUE,The Summit Fire burned October 2013 off District Center Drive and Fortune Way in Palermo in Butte County.,"Summit Fire, October 2013, Butte County, District Center Dr, Fortune Way, Palermo",04/10/2013,Finalized,,4,,,d922e7c8/814a/412b/a40b/53072d0983ea,2013/10/05T22:00:00Z,3
303,FALSE,CAL FIRE Tuolumne/Calaveras Unit ,,2013,TRUE,/incidents/2013/5/30/shelton/fire/,,,San Joaquin,39,,,,30/05/2013,,FALSE,TRUE,,,,38.04993,off North Shelton Rd in the Linden Peters area,/120.90325,FALSE,Shelton Fire,100,,TRUE,The Shelton Fire burned in May 2013 off North Shelton Road in the Linden Peters area in San Joaquin County.,"Shelton Fire, May 2013, North Shelton Road, Linden Peters, San Joaquin County",30/05/2013,Finalized,,,,,0b51d59b/457d/4a62/b066/55c2b8d400e2,2013/05/30T13:25:00Z,
298,FALSE,CAL FIRE Butte Unit,4,2013,TRUE,/incidents/2013/6/3/lone/fire/,"Multiple fires along Lone Tree Rd merged into 3 significant fires; 23, 210 and 65 acres respectively.  Good progress was made holding the perimeter while structure defenses and control efforts continue in the interior of the fires.<p>All residents are urged to use caution while driving in the fire area as emergency equipment and crews will remain on scene throughout the night.",All road closures have been lifted.,Butte,4,3,3,26,03/06/2013,,FALSE,TRUE,,2,,39.434183,Palermo Road and Lone Tree Road near Palermo,/121.576804,TRUE,Lone Fire,100,,TRUE,The Lone Fire burned in June 2013 off Palermo Road and Lone Tree Road near Palermo in Butte County. ,"Lone Fire, June 2013, Palermo Road, Lone Tree Road, Palermo, Butte County",03/06/2013,Finalized,,9,,,1a5192f1/bc99/4130/8683/381e0534b76a,2013/06/03T20:00:00Z,4
296,FALSE,CAL FIRE Sonoma/Lake/Napa Unit,,2013,TRUE,/incidents/2013/1/22/becks/fire/,,,Lake,17,,,,23/01/2013,,FALSE,TRUE,,,,0,"North of Highway 29, southeast of Kelseyville",0,FALSE,Becks Fire,100,,TRUE,"The Beck Fire burned in January 2013, North of Highway 29, southeast of Kelseyville in Lake County. 
","Becks Fire, January 2013, Lake County, Kelseyville, Highway 29",22/01/2013,Finalized,,,,,7a4a3552/3bea/4428/984c/e2edef13980f,2013/01/23T10:15:00Z,
274,FALSE,CAL FIRE Santa Clara Unit,,2013,TRUE,/incidents/2013/7/1/concord/fire/,,,Contra Costa,7,,,,01/07/2013,,FALSE,TRUE,,,,39.90465,off Concord Ave & Vineyard Parkway in Brentwood,/121.74367,FALSE,Concord Fire,100,,TRUE,The Concord Fire burned in July 2013 off Concord Ave and Vineyard Parkway in Brentwood in Contra Costa County. ,"Concord Fire, July 2013, Concord Ave, Vineyard Parkway, Brentwood, Contra Costa County",01/07/2013,Finalized,,,,,95399a9c/8b3e/4413/9f56/5ed57d3d81b3,2013/07/01T18:30:00Z,
274,FALSE,CAL FIRE Madera/Mariposa/Merced Unit,,2013,TRUE,/incidents/2013/4/30/gold/fire/,,,Madera,20,,,,01/05/2013,,FALSE,TRUE,,,,37.116295,Between Road 210 and Road 200 near Fine Gold Creek in the community of O,/119.635004,FALSE,Gold Fire,100,,TRUE,"The Gold Fire burned in April 2013 and May 2013, between Road 210 and Road 200 near Fine Gold Creek in the community of O, in Madera County. ","Gold Fire, April 2013, May 2013, Fine Gold Creek, Madera County",30/04/2013,Finalized,,,,,357ffc13/bef9/48eb/810f/c5de851972eb,2013/05/01T07:00:00Z,
268,FALSE,Angeles National Forest/Los Angeles County Fire,,2013,FALSE,/incidents/2013/9/23/madre/fire/,,,Los Angeles,19,,,,28/09/2013,,FALSE,TRUE,,,,34.149,San Gabriel Canyon 1/4 mile west of the entrance station,/117.908,FALSE,Madre Fire,100,,TRUE,The Madre Fire burned September 2013 in the San Gabriel Canyon in Los Angeles County.,"Madre Fire, September 2013, Los Angeles County, San Gabriel Canyon",23/09/2013,Finalized,,,,,eb5a3f2a/0c25/417a/af78/bb0d643247c7,2013/09/28T08:00:00Z,
263,FALSE,CAL FIRE San Diego Unit / Cleveland National Forest,2,2013,TRUE,/incidents/2013/9/9/lyon/fire/,CAL FIRE will no longer be in unified command as of 6:00 this evening. Cleveland National Forest will be handling the incident from this point on.,,San Diego,37,4,,15,12/09/2013,,FALSE,TRUE,,1,2,32.710918,"Four Corners, Lyons Valley Road, east of Lyons Peak",/116.746023,TRUE,Lyon Fire,100,294,TRUE,"The Lyon Fire burned September 2013 off of Lyons Valley Road in the Four Corners area near Lyons Peak, in San Diego County.","Lyon Fire, September 2013, San Diego County, Four Corners, Lyons Valley Road, Lyons Peak",09/09/2013,Finalized,,,,176,f6f6fefa/ac4e/466f/815e/492416e37b98,2013/09/12T18:15:00Z,4
243,FALSE,Angeles National Forest,,2013,FALSE,/incidents/2013/8/8/sharp/fire/,,,San Bernardino,36,,,,13/08/2013,,FALSE,TRUE,,,,34.35,Sheep canyon just south of Wrightwood,/117.62,FALSE,Sharp Fire,100,,TRUE,The Sharp Fire burned in August 2013 near Sheep Canyon just south of Wrightwood on the Angeles National Forest in San Bernardino County. ,"Sharp Fire, August 2013, Sheep Canyon, Wrightwood, Angeles National Forest, San Bernardino County",08/08/2013,Finalized,,,,,62eabea3/40be/497d/94e4/150f011b925f,2013/08/13T23:45:00Z,
240,FALSE,CAL FIRE Santa Clara Unit,,2013,TRUE,/incidents/2013/6/8/vasco/fire/,,,Alameda,1,,,,08/06/2013,,FALSE,TRUE,,,,37.775057,"off Vasco Road & North Vasco Road, north of Livermore",/121.737213,FALSE,Vasco Fire,100,,TRUE,"The Vasco Fire burned in June 2013 off Vasco Road and North Vasco Road, north of Livermore in Alameda County. ","Vasco Fire, June 2013, Vasco Road, North Vasco Road, Livermore, Alameda County",08/06/2013,Finalized,,,,,2ad509e4/99f1/4e1a/81eb/839f772f9c45,2013/06/08T13:25:00Z,
237,FALSE,CAL FIRE/Placer County Fire,,2013,TRUE,/incidents/2013/6/13/pfe/fire/,,,Placer,31,,,,13/06/2013,,FALSE,TRUE,,,,38.729297,"PFE Road and Watt Avenue, West Roseville",/121.380862,FALSE,PFE Fire,100,,TRUE,The PFE Fire burned in June 2013 off PFE Road and Watt Avenue in West Roseville in Placer County. ,"PFE Fire, June 2013, PFE Road, Watt Avenue, Roseville, Placer County",13/06/2013,Finalized,,,,,fe47b1c2/b9c0/44be/8d10/f270056db35c,2013/06/13T14:15:00Z,
226,FALSE,Mendocino National Forest,,2013,FALSE,/incidents/2013/6/12/daves/fire/,,,Glenn,11,,,,17/06/2013,,FALSE,TRUE,,,,0,15 miles northwest of Elk Creek off County Road 306,0,FALSE,Daves Fire,100,,TRUE,"The Daves Fires burned in June 2013, 15 miles northwest of Elk Creek off County Road 306, in Glenn County.","Daves Fires, June 2013, Mendocino National Forest, Glenn County, Elk Creek, County Road 306",12/06/2013,Finalized,,,,,f3a3c56c/d2fc/49df/b0e2/ab36356b17d4,2013/06/17T09:00:00Z,
217,FALSE,CAL FIRE Tehama/Glenn Unit,,2013,TRUE,/incidents/2013/5/1/306/fire/,Firefighters have made good progress. Fire is burning in steep and inaccessible terrain making access for equipment difficult.  ,,Glenn,11,11,5,6,05/05/2013,,FALSE,TRUE,,5,,39.514139,2 miles south of the community of Elk Creek,/122.560862,TRUE,306 Fire,100,221,TRUE,"The 306 Fire burned in May 2013, 2 miles south of the community of Elk Creek in Glenn County.","306 Fire, May 2013, Elk Creek, Glenn County  ",01/05/2013,Finalized,,,,,5649e78d/7c26/4698/89a0/b0fa9a35cf78,2013/05/05T18:00:00Z,5
213,FALSE,Los Padres National Forest,,2013,FALSE,/incidents/2013/7/17/tassajara/fire/,,,Monterey,27,,,,17/07/2013,,FALSE,TRUE,,,,0,"Tassajara Hot Springs, near the Zen Center",0,FALSE,Tassajara Fire,100,,TRUE,The Tassajara Fire burned in July 2013 near the Tassajara Hot Springs and the Zen Center in Monterey County on the Los Padres National Forest. ,"Tassajara Fire, July 2013, Los Padres National Forest, Monterey County, Tassajara Hot Springs, Zen Center",17/07/2013,Finalized,,,,,0d38ff45/833e/488a/881f/30f24678c49c,2013/07/17T19:30:00Z,
200,FALSE,San Bernardino National Forest/CAL FIRE San Bernardino Unit,,2013,FALSE,/incidents/2013/9/24/sierra/fire/,,,San Bernardino,36,,,,30/09/2013,,FALSE,TRUE,,,,34.2,in the Cajon Pass west of I/15 near Glen Helen Road,/117.417,FALSE,Sierra Fire,100,,TRUE,The Sierra Fire burned September 2013 in the Cajon Passon west of I/15 near Glen Helen Road in San Bernardino County.,"Sierra Fire, September 2013, San Bernardino County, Cajon Pass, I/15, Glen Helen Road",24/09/2013,Finalized,,,,,f7358513/329f/4dba/8980/4cd3a19b469a,2013/09/30T08:30:00Z,
200,FALSE,CAL FIRE Tehama/Glenn Unit,,2013,TRUE,/incidents/2013/7/4/vina/fire/,,,Tehama,52,,,,04/07/2013,,FALSE,TRUE,,,,40.012398,"Tehama/Vina Rd and Sherman Rd, Los Molinos",/122.079871,FALSE,Vina Fire,100,,TRUE,"The Vina Fire burned in July 2013 off Tehama/Vina Road and Sherman Road, Los Molinos in Tehama County. ","Vina Fire, July 2013, Tehama/Vina Road, Sherman Road, Los Molinos, Tehama County",04/07/2013,Finalized,,,,,c94959d7/eb88/4724/8feb/ba0662afca10,2013/07/04T10:30:00Z,
196,FALSE,CAL FIRE Shasta Unit ,,2013,TRUE,/incidents/2013/8/19/burney/lightning/series/warner/fire/,,,Shasta,45,24,24,31,23/08/2013,,FALSE,TRUE,,24,,40.5445,Fall River Mills and McAruther area,/121.3754,TRUE,Burney Lightning Series (Warner Fire),100,347,TRUE,Burney Lightning Series(Warner Fire)burned in August 2013 near Fall River Mills and McAruther area in Shasta County. ,"Burney Lightning Series(Warner Fire), August 2013, Fall River Mills, McAruther, Shasta County. ",19/08/2013,Finalized,,,,,f21a41c6/0905/4531/9bdf/2456d0051eed,2013/08/23T19:15:00Z,24
195,FALSE,CAL FIRE Tehama/Glenn Unit,,2013,TRUE,/incidents/2013/7/19/paskenta/fire/,,,Tehama,52,,,,19/07/2013,,FALSE,TRUE,,,,39.961309,West of Corning,/122.330879,FALSE,Paskenta Fire,100,,TRUE,The Paskenta Fire burned in July 2013 west of Corning in Tehama County. ,"Paskenta Fire, July 2013, Tehama County, Corning",19/07/2013,Finalized,,,,,4423899b/6197/4ef5/9f73/bca1763f17e6,2013/07/19T15:00:00Z,
190,FALSE,CAL FIRE Sonoma/Lake/Napa Unit,,2013,TRUE,/incidents/2013/11/21/silverado/fire/,"Firefighters continue to strengthen and patrol fire line.  Heavy mop up.  Weather 67 degrees, 11% humidity, wind 2mph.",,Napa,28,6,,15,23/11/2013,,FALSE,TRUE,,,,38.382,Off Silverado Trail in the Soda Canyon area near Napa,/122.311,TRUE,Silverado Fire,100,150,TRUE,The Silverado Fire is burning in the Silverado Trail area near Napa (Napa County).,"Silverado Trail, Napa County, Soda Canyon, November 2013",21/11/2013,Finalized,,1,,,79d476e5/0b4d/48e2/a105/2bba5c1140e9,2013/11/23T18:30:00Z,3
170,FALSE,Santa Barbara County Fire,,2013,TRUE,/incidents/2013/5/28/olive/fire/,,,Santa Barbara,42,,,,29/05/2013,,FALSE,TRUE,,,,34.611824,"Hwy 246 and Meadowvale, East of Solvang ",/120.074655,FALSE,Olive Fire,100,,TRUE,"The Olive Fire burned in May 2013 off Highway 246 and Meadowvale, East of Solvang in Santa Barbara County. ","Olive Fire, May 2013, Highway 246, Meadowvale, Solvang, Santa Barbara County, ",28/05/2013,Finalized,,,,,cb5f34a0/177e/445d/9349/dd94063a01d0,2013/05/29T10:30:00Z,
163,FALSE,CAL FIRE Sonoma/Lake/Napa Unit,,2013,TRUE,/incidents/2013/11/4/capay/fire/,,,Yolo,57,,,,04/11/2013,,FALSE,TRUE,,,,38.67479,"Off County Road 23 & County Road 81, Southwest of Esparto",/122.08725,FALSE,Capay Fire,100,,TRUE,"The Capay Fire off County Road 23 & County Road 81, Southwest of Esparto was 163 acres.","LNU, Capay Fire, County Road 23, County Road 81, Esparto, Capay",04/11/2013,Finalized,,,,,0aa08938/eaab/4a60/8891/946197328f94,2013/11/04T15:35:00Z,
163,FALSE,CAL FIRE / Sacramento Metropolitan Fire,,2013,TRUE,/incidents/2013/7/19/50/fire/,,,El Dorado,"9,34",,,,19/07/2013,,FALSE,TRUE,,,,38.63987,South of Hwy 50 at the El Dorado and Sacramento County line,/121.08438,FALSE,50 Fire,100,,TRUE,The 50 Fire burned in July 2013 South of Highway 50 at the El Dorado and Sacramento County Line. ,"50 Fire, July 2013, Highway 50, El Dorado, Sacramento County Line",19/07/2013,Finalized,,,,,4630e9ce/88ec/4159/9bc9/25ff5f8216cc,2013/07/19T17:15:00Z,
163,FALSE,CAL FIRE / Sacramento Metropolitan Fire,,2013,TRUE,/incidents/2013/7/19/50/fire/,,,Sacramento,"9,34",,,,19/07/2013,,FALSE,TRUE,,,,38.63987,South of Hwy 50 at the El Dorado and Sacramento County line,/121.08438,FALSE,50 Fire,100,,TRUE,The 50 Fire burned in July 2013 South of Highway 50 at the El Dorado and Sacramento County Line. ,"50 Fire, July 2013, Highway 50, El Dorado, Sacramento County Line",19/07/2013,Finalized,,,,,4630e9ce/88ec/4159/9bc9/25ff5f8216cc,2013/07/19T17:15:00Z,
159,FALSE,CAL FIRE Sonoma/Lake/Napa Unit,,2013,TRUE,/incidents/2013/10/4/crane/fire/,,,Sonoma,49,,,,05/10/2013,,FALSE,TRUE,,,,38.34599,"near Crane Creek Regional Park off Pressley Rd, east of Rohnert Park ",/122.6503,FALSE,Crane Fire,100,,TRUE,"The Crane Fire burned October 2013 near Crane Creek Regional Park off Pressley Rd, east of Rohnert Park in Sonoma County.","Crane Fire, October 2013, Sonoma County, Crane Creek Regional Park, Pressley Rd, Rohnert Park",04/10/2013,Finalized,,,,,1460f2d9/853b/4901/bed3/ac196e00bb3a,2013/10/05T07:45:00Z,
158,FALSE,CAL FIRE Sonoma/Lake/Napa Unit,,2013,TRUE,/incidents/2013/7/26/lakeville/fire/,,,Sonoma,49,,,,26/07/2013,,FALSE,TRUE,,,,38.17693,"Off Lakeville Hwy, 6 miles SE of Petaluma",/122.51253,FALSE,Lakeville Fire,100,,TRUE,"The Lakeville Fire burned in July 2013 off Lakeville Highway, 6 miles southeast of Petaluma in Sonoma County. ","Lakeville Fire, July 2013, Lakeville Highway, Petaluma, Sonoma County",26/07/2013,Finalized,,,,,c9b5d1ff/c042/4b39/8bac/b10fb6fc6c13,2013/07/26T17:45:00Z,
150,FALSE,CAL FIRE Santa Clara Unit,,2013,TRUE,/incidents/2013/10/4/highland/fire/,,,Alameda,1,,,,04/10/2013,,FALSE,TRUE,,,,0,"Highland Road, Livermore",0,FALSE,Highland Fire,100,,TRUE,THe Highland Fire burned October 2013 off Highland Road in Livermore in Alameda County.,"Highland FIre, October 2013, Alameda County, Highland Road, Livermore",04/10/2013,Finalized,,,,,6a48000a/6198/46dd/9a91/0b0159183145,2013/10/04T10:30:00Z,
150,FALSE,CAL FIRE / Riverside County Fire,,2013,TRUE,/incidents/2013/7/16/redlands/fire/,,,Riverside,33,,,,17/07/2013,,FALSE,TRUE,,,,33.990128,"Redlands Boulevard and San Timoteo Canyon Road, north of Moreno Valley",/117.164997,FALSE,Redlands Fire,100,,TRUE,"The Redlands Fire burned in July 2013 off Redlands Boulevard and San Timoteo Canyon Road, north of Moreno Valley in Riverside County. ","Redlands Fire, July 2013, Relands Boulevard, San Timoteo Canyon Road, Moreno Valley, Riverside County",16/07/2013,Finalized,,,,,d48a839f/d8da/44d7/9b35/b9f61aa28c61,2013/07/17T07:45:00Z,
150,FALSE,CAL FIRE Santa Clara Unit,,2013,TRUE,/incidents/2013/7/12/diablo/fire/,,,Stanislaus,50,,,,13/07/2013,,FALSE,TRUE,,,,37.436,"off Diablo Grande Parkway, west of I/5, southwest of Patterson",/121.1955,FALSE,Diablo Fire,100,,TRUE,"The Diablo Fire burned in July 2013 off Diablo Grande Parkway, west of I/5, southwest of Patterson in Stanislaus County. ","Diablo Fire, July 2013, Diablo Grande Parkway, I/5, Patterson, Stanislaus County",12/07/2013,Finalized,,,,,873074c8/4b6d/417b/a78c/1d1430027805,2013/07/13T21:45:00Z,
150,FALSE,CAL FIRE/Fresno County Fire,,2013,TRUE,/incidents/2013/6/25/george/fire/,,,Fresno,10,,,,25/06/2013,,FALSE,TRUE,,,,36.7218,off Bronco Lane in Squaw Valley,/119.2248,FALSE,George Fire,100,,TRUE,The George Fire burned in June 2013 off Bronco Lane in Squaw Valley in Fresno County.,"George Fire, June 2013, Bronco Lane, Squaw Valley, Fresno County",25/06/2013,Finalized,,,,,23ec2f69/da30/4983/80c2/1f04bfea6f9a,2013/06/25T17:15:00Z,
